#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]      sigma_2 [au^2]      sigma_3 [au^2]    sigma_tot [au^2]
    1.500000000000E0    4.188240575055E0    6.554543992277E0   1.313429840531E-1   1.287623615526E-2    1.088700378754E1
    1.550000000000E0    4.048350234932E0    6.624512926551E0   1.422127983950E-1   1.499850351397E-2    1.083007446339E1
    1.600000000000E0    3.912621458746E0    6.685809891134E0   1.533622138752E-1   1.736215066678E-2    1.076915571442E1
    1.650000000000E0    3.780944484054E0    6.738805062657E0   1.647615959127E-1   1.998138540149E-2    1.070449252803E1
    1.700000000000E0    3.653212155956E0    6.783859381059E0   1.763808268070E-1   2.287015016889E-2    1.063632251399E1
    1.750000000000E0    3.529319869034E0    6.821324122808E0   1.881894639753E-1   2.604206014249E-2    1.056487551596E1
    1.800000000000E0    3.409165510786E0    6.851540614601E0   2.001568841444E-1   2.951034615496E-2    1.049037335569E1
    1.850000000000E0    3.292649405409E0    6.874840063485E0   2.122524142320E-1   3.328780239284E-2    1.041302968552E1
    1.900000000000E0    3.179674260466E0    6.891543477664E0   2.244454493727E-1   3.738673925925E-2    1.033304992676E1
    1.950000000000E0    3.070145113170E0    6.901961662853E0   2.367055597630E-1   4.181894109561E-2    1.025063127688E1
    2.000000000000E0    2.963969278439E0    6.906395277421E0   2.490025859966E-1   4.659562896009E-2    1.016596277082E1
    2.050000000000E0    2.861056297965E0    6.905134935587E0   2.613067247066E-1   5.172742826884E-2    1.007922538653E1
    2.100000000000E0    2.761317891940E0    6.898461348036E0   2.735886047012E-1   5.722434118252E-2    9.990592185860E0
    2.150000000000E0    2.664667906897E0    6.886645492455E0   2.858193545633E-1   6.309572355020E-2    9.900228477466E0
    2.200000000000E0    2.571022272234E0    6.869948806472E0   2.979706624505E-1   6.935026621969E-2    9.808292007376E0
    2.250000000000E0    2.480298951319E0    6.848623398475E0   3.100148289088E-1   7.599598058674E-2    9.714933159289E0
    2.300000000000E0    2.392417896211E0    6.822912271458E0   3.219248127963E-1   8.304018795395E-2    9.620295168419E0
    2.350000000000E0    2.307301004911E0    6.793049555458E0   3.336742717931E-1   9.048951264480E-2    9.524514344808E0
    2.400000000000E0    2.224872073837E0    6.759260746985E0   3.452375971420E-1   9.834987851416E-2    9.427720296478E0
    2.450000000000E0    2.145056759623E0    6.721762951472E0   3.565899439848E-1   1.066265086405E-1    9.330036163720E0
    2.500000000000E0    2.067782535129E0    6.680765127977E0   3.677072572751E-1   1.153239278563E-1    9.231578848237E0
    2.550000000000E0    1.992978648907E0    6.636468333528E0   3.785662940856E-1   1.244459681248E-1    9.132459244646E0
    2.600000000000E0    1.920576085388E0    6.589065965998E0   3.891446421128E-1   1.339957761195E-1    9.032782469618E0
    2.650000000000E0    1.850507527332E0    6.538744004961E0   3.994207357108E-1   1.439758230684E-1    8.932648091072E0
    2.700000000000E0    1.782707313793E0    6.485681248916E0   4.093738688805E-1   1.543879165504E-1    8.832150348139E0
    2.750000000000E0    1.717111407337E0    6.430049548603E0   4.189842064763E-1   1.652332140034E-1    8.731378376419E0
    2.800000000000E0    1.653657354970E0    6.372014035638E0   4.282327932390E-1   1.765122377776E-1    8.630416421624E0
    2.850000000000E0    1.592284252476E0    6.311733346505E0   4.371015612921E-1   1.882248914691E-1    8.529344051742E0
    2.900000000000E0    1.532932711477E0    6.249359840873E0   4.455733358276E-1   2.003704773086E-1    8.428236365487E0
    2.950000000000E0    1.475544821227E0    6.185039814605E0   4.536318406740E-1   2.129477147151E-1    8.327164191221E0
    3.000000000000E0    1.420064119565E0    6.118913707057E0   4.612617017104E-1   2.259547593924E-1    8.226194287725E0
    3.050000000000E0    1.366435557723E0    6.051116302683E0   4.684484509911E-1   2.393892233520E-1    8.125389534750E0
    3.100000000000E0    1.314605468513E0    5.981776926776E0   4.751785291930E-1   2.532481950928E-1    8.024809119575E0
    3.150000000000E0    1.264521536237E0    5.911019635291E0   4.814392885803E-1   2.675282605664E-1    7.924508720675E0
    3.200000000000E0    1.216132764932E0    5.838963399054E0   4.872189953332E-1   2.822255240214E-1    7.824540683341E0
    3.250000000000E0    1.169389447444E0    5.765722282135E0   4.925068321468E-1   2.973356293328E-1    7.724954191059E0
    3.300000000000E0    1.124243138860E0    5.691405614609E0   4.972929009354E-1   3.128537811242E-1    7.625795435529E0
    3.350000000000E0    1.080646625826E0    5.616118159671E0   5.015682258813E-1   3.287747660601E-1    7.527107777438E0
    3.400000000000E0    1.038553898676E0    5.539960275402E0   5.053247566814E-1   3.450929740025E-1    7.428931904762E0
    3.450000000000E0   9.979201255113E-1    5.463028071107E0   5.085553722415E-1   3.618024189397E-1    7.331305987800E0
    3.500000000000E0   9.587016222210E-1    5.385413558477E0   5.112538849320E-1   3.788967596667E-1    7.234265825297E0
    3.550000000000E0   9.208558297510E-1    5.307204797661E0   5.134150455632E-1   3.963693204043E-1    7.137844993380E0
    3.600000000000E0   8.843412863854E-1    5.228486038387E0   5.150345488469E-1   4.142131107171E-1    7.042074984336E0
    3.650000000000E0   8.491176028096E-1    5.149337856275E0   5.161090395386E-1   4.324208454759E-1    6.946985344099E0
    3.700000000000E0   8.151454385371E-1    5.069837284489E0   5.166361191698E-1   4.509849640899E-1    6.852603806285E0
    3.750000000000E0   7.823864769188E-1    4.990057940855E0   5.166143536723E-1   4.698976495085E-1    6.758956420955E0
    3.800000000000E0   7.508034009911E-1    4.910070150599E0   5.160432812606E-1   4.891508466487E-1    6.666067679499E0
    3.850000000000E0   7.203598725250E-1    4.829941064813E0   5.149234212921E-1   5.087362804021E-1    6.573960639032E0
    3.900000000000E0   6.910205080305E-1    4.749734774876E0   5.132562836625E-1   5.286454731844E-1    6.482657039753E0
    3.950000000000E0   6.627508568099E-1    4.669512422780E0   5.110443782818E-1   5.488697619207E-1    6.392177419793E0
    4.000000000000E0   6.355173807126E-1    4.589332307783E0   5.082912253586E-1   5.694003144740E-1    6.302541228328E0
    4.050000000000E0   6.092874306402E-1    4.509249989190E0   5.050013656440E-1   5.902281457357E-1    6.213766931210E0
    4.100000000000E0   5.840292286572E-1    4.429318385632E0   5.011803709549E-1   6.113441329019E-1    6.125872118146E0
    4.150000000000E0   5.597118463070E-1    4.349587870888E0   4.968348545310E-1   6.327390305856E-1    6.038873602311E0
    4.200000000000E0   5.363051850488E-1    4.270106366294E0   4.919724813083E-1   6.544034849813E-1    5.952787517632E0
    4.250000000000E0   5.137799577729E-1    4.190919430059E0   4.866019773904E-1   6.763280479530E-1    5.867629413175E0
    4.300000000000E0   4.921076692358E-1    4.112070343318E0   4.807331391974E-1   6.985031902961E-1    5.783414342047E0
    4.350000000000E0   4.712605973001E-1    4.033600193271E0   4.743768412011E-1   7.209193144757E-1    5.700156946248E0
    4.400000000000E0   4.512117761655E-1    3.955547953434E0   4.675450428664E-1   7.435667670785E-1    5.617871539545E0
    4.450000000000E0   4.319349777934E-1    3.877950561113E0   4.602507935899E-1   7.664358505547E-1    5.536572183051E0
    4.500000000000E0   4.134046951479E-1    3.800842991992E0   4.525082358220E-1   7.895168346655E-1    5.456272757628E0
    4.550000000000E0   3.955961252108E-1    3.724258332475E0   4.443326058943E-1   8.127999671991E-1    5.376987030779E0
    4.600000000000E0   3.784851518479E-1    3.648227849214E0   4.357402320271E-1   8.362754845225E-1    5.298728717611E0
    4.650000000000E0   3.620483311084E-1    3.572781056384E0   4.267485292811E-1   8.599336212168E-1    5.221511537990E0
    4.700000000000E0   3.462628743726E-1    3.497945780593E0   4.173759908961E-1   8.837646198749E-1    5.145349265737E0
    4.750000000000E0   3.311066333021E-1    3.423748223449E0   4.076421756368E-1   9.077587398657E-1    5.070255772254E0
    4.800000000000E0   3.165580849062E-1    3.350213022177E0   3.975676905945E-1   9.319062661045E-1    4.996245063782E0
    4.850000000000E0   3.025963167006E-1    3.277363307991E0   3.871741691921E-1   9.561975172214E-1    4.923331311105E0
    4.900000000000E0   2.892010118975E-1    3.205220762454E0   3.764842435890E-1   9.806228531914E-1    4.851528871132E0
    4.950000000000E0   2.763524362051E-1    3.133805671944E0   3.655215115819E-1    1.005172682900E0    4.780852302630E0
    5.000000000000E0   2.640314233912E-1    3.063136980295E0   3.543104969105E-1    1.029837471058E0    4.711316371655E0
    5.050000000000E0   2.522193621662E-1    2.993232339447E0   3.428766032596E-1    1.054607744726E0    4.642936049598E0
    5.100000000000E0   2.408981829056E-1    2.924108158678E0   3.312460609295E-1    1.079474100002E0    4.575726502516E0
    5.150000000000E0   2.300503444251E-1    2.855779651752E0   3.194458665557E-1    1.104427207411E0    4.509703070144E0
    5.200000000000E0   2.196588221477E-1    2.788260882826E0   3.075037149904E-1    1.129457817874E0    4.444881237839E0
    5.250000000000E0   2.097070952740E-1    2.721564810578E0   2.954479236477E-1    1.154556767913E0    4.381276597413E0
    5.300000000000E0   2.001791348710E-1    2.655703330773E0   2.833073490050E-1    1.179714984464E0    4.318904799113E0
    5.350000000000E0   1.910593921999E-1    2.590687317671E0   2.711112951237E-1    1.204923489725E0    4.257781494720E0
    5.400000000000E0   1.823327871765E-1    2.526526663687E0   2.588894146995E-1    1.230173405554E0    4.197922271117E0
    5.450000000000E0   1.739846968042E-1    2.463230317910E0   2.466716024513E-1    1.255455957330E0    4.139342574495E0
    5.500000000000E0   1.660009447757E-1    2.400806323243E0   2.344878813440E-1    1.280762477969E0    4.082057627332E0
    5.550000000000E0   1.583677902753E-1    2.339261852333E0   2.223682822299E-1    1.306084411388E0    4.026082336227E0
    5.600000000000E0   1.510719176490E-1    2.278603242133E0   2.103427172527E-1    1.331413315986E0    3.971431193021E0
    5.650000000000E0   1.441004260657E-1    2.218836027528E0   1.984408478908E-1    1.356740867561E0    3.918118169046E0
    5.700000000000E0   1.374408191886E-1    2.159964973638E0   1.866919486488E-1    1.382058862166E0    3.866156603641E0
    5.750000000000E0   1.310809958276E-1    2.101994107055E0   1.751247670762E-1    1.407359218793E0    3.815559088752E0
    5.800000000000E0   1.250092398973E-1    2.044926746126E0   1.637673815136E-1    1.432633981880E0    3.766337349418E0
    5.850000000000E0   1.192142113108E-1    1.988765530025E0   1.526470576886E-1    1.457875323185E0    3.718502122209E0
    5.900000000000E0   1.136849363032E-1    1.933512447079E0   1.417901055474E-1    1.483075544235E0    3.672063033164E0
    5.950000000000E0   1.084107988866E-1    1.879168861914E0   1.312217377829E-1    1.508227077846E0    3.627028476430E0
    6.000000000000E0   1.033815315128E-1    1.825735541835E0   1.209659314472E-1    1.533322489858E0    3.583405494653E0
    6.050000000000E0   9.858720690382E-2    1.773212682209E0   1.110452943435E-1    1.558354480658E0    3.541199664114E0
    6.100000000000E0   9.401822924696E-2    1.721599931121E0   1.014809377228E-1    1.583315886353E0    3.500414984443E0
    6.150000000000E0   8.966532599922E-2    1.670896412950E0   9.229235670436E-2    1.608199680088E0    3.461053775742E0
    6.200000000000E0   8.551953968602E-2    1.621100751544E0   8.349732016506E-2    1.632998972954E0    3.423116584349E0
    6.250000000000E0   8.157222010855E-2    1.572211092160E0   7.511177132509E-2    1.657707014858E0    3.386602098452E0
    6.300000000000E0   7.781501607630E-2    1.524225122984E0   6.714974052914E-2    1.682317195172E0    3.351507074761E0
    6.350000000000E0   7.423986827138E-2    1.477140095856E0   5.962327136139E-2    1.706823043419E0    3.317826278908E0
    6.400000000000E0   7.083900156635E-2    1.430952846122E0   5.254236115715E-2    1.731218229669E0    3.285552438515E0
    6.450000000000E0   6.760491735591E-2    1.385659812062E0   4.591491682778E-2    1.755496564885E0    3.254676211131E0
    6.500000000000E0   6.453038680052E-2    1.341257053453E0   3.974672668880E-2    1.779652001138E0    3.225186168081E0
    6.550000000000E0   6.160844318289E-2    1.297740269701E0   3.404144864176E-2    1.803678631779E0    3.197068793305E0
    6.600000000000E0   5.883237544539E-2    1.255104817084E0   2.880061508427E-2    1.827570691324E0    3.170308498938E0
    6.650000000000E0   5.619572104480E-2    1.213345725712E0   2.402365445097E-2    1.851322555400E0    3.144887656608E0
    6.700000000000E0   5.369225928224E-2    1.172457715643E0   1.970792910285E-2    1.874928740646E0    3.120786644674E0
    6.750000000000E0   5.131600468588E-2    1.132435212666E0   1.584878922102E-2    1.898383904307E0    3.097983910880E0
    6.800000000000E0   4.906120061409E-2    1.093272363370E0   1.243964182434E-2    1.921682843949E0    3.076456049757E0
    6.850000000000E0   4.692231253464E-2    1.054963049805E0   9.472034082373E-3    1.944820496999E0    3.056177893420E0
    6.900000000000E0   4.489402211994E-2    1.017500903621E0   6.935749804658E-3    1.967791940144E0    3.037122615689E0
    6.950000000000E0   4.297122093871E-2   9.808793196156E-1   4.818917785512E-3    1.990592388798E0    3.019261847138E0
    7.000000000000E0   4.114900411748E-2   9.450914690161E-1   3.108130602408E-3    2.013217196452E0    3.002565800188E0
    7.050000000000E0   3.942266473533E-2   9.101303121130E-1   1.788572337775E-3    2.035661853894E0    2.987003403081E0
    7.100000000000E0   3.778768746264E-2   8.759886105485E-1   8.441535719078E-4    2.057921988370E0    2.972542439953E0
    7.150000000000E0   3.623974311978E-2   8.426589391695E-1   2.576520145860E-4    2.079993362849E0    2.959149697153E0
    7.200000000000E0   3.477468282622E-2   8.101336974374E-1   1.085707600735E-5    2.101871874873E0    2.946791112213E0
    7.250000000000E0   3.338853213484E-2   7.784051204337E-1   8.471670018999E-5    2.123553555891E0    2.935431925160E0
    7.300000000000E0   3.207748571019E-2   7.474652895803E-1   4.594848458815E-4    2.145034570066E0    2.925036830202E0
    7.350000000000E0   3.083790177993E-2   7.173061428351E-1   1.114868044360E-3    2.166311213145E0    2.915570125805E0
    7.400000000000E0   2.966629648286E-2   6.879194846010E-1   2.030169570617E-3    2.187379911488E0    2.906995862142E0
    7.450000000000E0   2.855933882373E-2   6.592969953422E-1   3.184429879738E-3    2.208237220833E0    2.899277984879E0
    7.500000000000E0   2.751384531510E-2   6.314302406736E-1   4.556562061384E-3    2.228879825091E0    2.892380473141E0
    7.550000000000E0   2.652677458103E-2   6.043106803875E-1   6.125481259753E-3    2.249304535201E0    2.886267471429E0
    7.600000000000E0   2.559522256361E-2   5.779296769002E-1   7.870227078589E-3    2.269508287760E0    2.880903414302E0
    7.650000000000E0   2.471641710305E-2   5.522785035832E-1   9.770078240425E-3    2.289488143815E0    2.876253142741E0
    7.700000000000E0   2.388771328139E-2   5.273483526690E-1   1.180465882135E-2    2.309241287469E0    2.872282012240E0
    7.750000000000E0   2.310658843523E-2   5.031303429460E-1   1.395403561862E-2    2.328765024478E0    2.868955991478E0
    7.800000000000E0   2.237063715635E-2   4.796155271167E-1   1.619880631685E-2    2.348056781074E0    2.866241751664E0
    7.850000000000E0   2.167756681524E-2   4.567948989463E-1   1.852017826876E-2    2.367114102301E0    2.864106746331E0
    7.900000000000E0   2.102519275060E-2   4.346594000763E-1   2.090003781210E-2    2.385934650798E0    2.862519281437E0
    7.950000000000E0   2.041143358984E-2   4.131999266403E-1   2.332101023902E-2    2.404516205191E0    2.861448575661E0
    8.000000000000E0   1.983430704327E-2   3.924073356220E-1   2.576651050042E-2    2.422856658717E0    2.860864811883E0
    8.050000000000E0   1.929192525055E-2   3.722724509052E-1   2.822078505017E-2    2.440954017685E0    2.860739178891E0
    8.100000000000E0   1.878249047573E-2   3.527860692204E-1   3.066894499433E-2    2.458806400111E0    2.861043904801E0
    8.150000000000E0   1.830429107375E-2   3.339389657670E-1   3.309699114419E-2    2.476412033951E0    2.861752281936E0
    8.200000000000E0   1.785569706428E-2   3.157218996328E-1   3.549183130180E-2    2.493769255817E0    2.862838683816E0
    8.250000000000E0   1.743515635619E-2   2.981256190505E-1   3.784129037781E-2    2.510876509340E0    2.864278575125E0
    8.300000000000E0   1.704119076296E-2   2.811408663836E-1   4.013411381059E-2    2.527732343533E0    2.866048514490E0
    8.350000000000E0   1.667239200727E-2   2.647583829460E-1   4.235996493419E-2    2.544335411419E0    2.868126151307E0
    8.400000000000E0   1.632741825414E-2   2.489689136864E-1   4.450941677571E-2    2.560684468338E0    2.870490217055E0
    8.450000000000E0   1.600499036980E-2   2.337632115571E-1   4.657393890544E-2    2.576778370424E0    2.873120511256E0
    8.500000000000E0   1.570388836099E-2   2.191320418392E-1   4.854587989267E-2    2.592616072966E0    2.875997883059E0
    8.550000000000E0   1.542294825667E-2   2.050661861996E-1   5.041844593763E-2    2.608196628919E0    2.879104209313E0
    8.600000000000E0   1.516105866026E-2   1.915564466136E-1   5.218567611308E-2    2.623519187289E0    2.882422368675E0
    8.650000000000E0   1.491715764038E-2   1.785936491304E-1   5.384241486594E-2    2.638582991474E0    2.885936213110E0
    8.700000000000E0   1.469022992239E-2   1.661686474896E-1   5.538428214523E-2    2.653387377830E0    2.889630537387E0
    8.750000000000E0   1.447930377530E-2   1.542723265280E-1   5.680764167707E-2    2.667931773888E0    2.893491045868E0
    8.800000000000E0   1.428344851093E-2   1.428956055266E-1   5.810956770712E-2    2.682215697003E0    2.897504318748E0
    8.850000000000E0   1.410177185394E-2   1.320294413113E-1   5.928781071777E-2    2.696238752524E0    2.901657776407E0
    8.900000000000E0   1.393341734038E-2   1.216648313130E-1   6.034076238074E-2    2.710000632382E0    2.905939643416E0
    8.950000000000E0   1.377756223890E-2   1.117928164194E-1   6.126742009433E-2    2.723501113501E0    2.910338912253E0
    9.000000000000E0   1.363341524113E-2   1.024044837394E-1   6.206735137282E-2    2.736740056094E0    2.914845306448E0
    9.050000000000E0   1.350021438024E-2   9.349096922055E-2   6.274065839311E-2    2.749717402201E0    2.919449244195E0
    9.100000000000E0   1.337722534028E-2   8.504346014137E-2   6.328794282095E-2    2.762433174165E0    2.924141802467E0
    9.150000000000E0   1.326373952697E-2   7.705319750790E-2   6.371027122856E-2    2.774887472905E0    2.928914681168E0
    9.200000000000E0   1.315907249140E-2   6.951147830552E-2   6.400914117164E-2    2.787080476577E0    2.933760168546E0
    9.250000000000E0   1.306256252731E-2   6.240965766414E-2   6.418644812499E-2    2.799012438783E0    2.938671107099E0
    9.300000000000E0   1.297356916047E-2   5.573915089812E-2   6.424445340473E-2    2.810683687267E0    2.943640860730E0
    9.350000000000E0   1.289147215460E-2   4.949143545999E-2   6.418575307629E-2    2.822094622224E0    2.948663282915E0
    9.400000000000E0   1.281567025476E-2   4.365805276883E-2   6.401324806788E-2    2.833245714838E0    2.953732685929E0
    9.450000000000E0   1.274558021318E-2   3.823060996163E-2   6.373011542756E-2    2.844137505710E0    2.958843811313E0
    9.500000000000E0   1.268063608027E-2   3.320078154378E-2   6.333978082962E-2    2.854770603464E0    2.963991801917E0
    9.550000000000E0   1.262028835808E-2   2.856031094791E-2   6.284589234935E-2    2.865145683169E0    2.969172174824E0
    9.600000000000E0   1.256400332877E-2   2.430101199871E-2   6.225229549844E-2    2.875263484812E0    2.974380795638E0
    9.650000000000E0   1.251126270391E-2   2.041477030157E-2   6.156300957029E-2    2.885124811923E0    2.979613854499E0
    9.700000000000E0   1.246156304905E-2   1.689354453980E-2   6.078220519201E-2    2.894730530036E0    2.984867842816E0
    9.750000000000E0   1.241441548053E-2   1.372936769743E-2   5.991418324721E-2    2.904081565253E0    2.990139531678E0
    9.800000000000E0   1.236934547813E-2   1.091434820221E-2   5.896335493806E-2    2.913178902836E0    2.995425951454E0
    9.850000000000E0   1.232589258425E-2   8.440670994052E-3   5.793422313511E-2    2.922023585680E0    3.000724372394E0
    9.900000000000E0   1.228361048239E-2   6.300598518795E-3   5.683136486179E-2    2.930616713015E0    3.006032286878E0
    9.950000000000E0   1.224206682088E-2   4.486471653849E-3   5.565941495951E-2    2.938959438903E0    3.011347392337E0
    1.000000000000E1   1.220084326282E-2   2.990710565136E-3   5.442305084770E-2    2.947052970838E0    3.016667575514E0
    1.005000000000E1   1.215953560496E-2   1.805815499836E-3   5.312697835800E-2    2.954898568459E0    3.021990897922E0
    1.010000000000E1   1.211775387537E-2   9.243675147969E-4   5.177591858589E-2    2.962497542140E0    3.027315582116E0
    1.015000000000E1   1.207512240961E-2   3.390291416678E-4   5.037459575775E-2    2.969851251502E0    3.032639998811E0
    1.020000000000E1   1.203128019837E-2   4.254499600175E-5   4.892772597516E-2    2.976961104259E0    3.037962655428E0
    1.025000000000E1   1.198588096034E-2   2.774232708088E-5   4.744000691353E-2    2.983828554757E0    3.043282184958E0
    1.030000000000E1   1.193859339889E-2   2.875315137996E-4   4.591610833115E-2    2.990455102712E0    3.048597335956E0
    1.035000000000E1   1.188910150271E-2   8.149065055934E-4   4.436066338847E-2    2.996842291905E0    3.053906963302E0
    1.040000000000E1   1.183710467187E-2   1.602945213538E-3   4.277826075010E-2    3.002991708856E0    3.059210019492E0
    1.045000000000E1   1.178231812297E-2   2.644809850636E-3   4.117343736296E-2    3.008904981570E0    3.064505546906E0
    1.050000000000E1   1.172447301438E-2   3.933747223192E-3   3.955067195369E-2    3.014583778263E0    3.069792670454E0
    1.055000000000E1   1.166331669628E-2   5.463088980025E-3   3.791437912240E-2    3.020029806101E0    3.075070590900E0
    1.060000000000E1   1.159861297980E-2   7.226251810176E-3   3.626890406479E-2    3.025244810034E0    3.080338578889E0
    1.065000000000E1   1.153014231495E-2   9.216737603527E-3   3.461851782695E-2    3.030230571452E0    3.085595969198E0
    1.070000000000E1   1.145770194645E-2   1.142813356729E-2   3.296741311011E-2    3.034988907081E0    3.090842155705E0
    1.075000000000E1   1.138110613068E-2   1.385411230207E-2   3.131970053276E-2    3.039521667748E0    3.096076586714E0
    1.080000000000E1   1.130018624156E-2   1.648843184193E-2   2.967940536731E-2    3.043830737163E0    3.101298760613E0
    1.085000000000E1   1.121479085231E-2   1.932493565166E-2   2.805046470080E-2    3.047918030832E0    3.106508222037E0
    1.090000000000E1   1.112478587865E-2   2.235755259596E-2   2.643672497373E-2    3.051785494885E0    3.111704558334E0
    1.095000000000E1   1.103005451291E-2   2.558029686435E-2   2.484193991209E-2    3.055435104854E0    3.116887396144E0
    1.100000000000E1   1.093049737782E-2   2.898726787649E-2   2.326976876051E-2    3.058868864674E0    3.122056398689E0
    1.105000000000E1   1.082603239168E-2   3.257265013857E-2   2.172377486214E-2    3.062088805492E0    3.127211262885E0
    1.110000000000E1   1.071659472806E-2   3.633071308724E-2   2.020742451097E-2    3.065096984579E0    3.132351716906E0
    1.115000000000E1   1.060213676392E-2   4.025581088619E-2   1.872408607238E-2    3.067895484315E0    3.137477518037E0
    1.120000000000E1   1.048262792348E-2   4.434238220479E-2   1.727702935033E-2    3.070486411020E0    3.142588450499E0
    1.125000000000E1   1.035805449565E-2   4.858494997530E-2   1.586942519646E-2    3.072871893984E0    3.147684323651E0
    1.130000000000E1   1.022841947603E-2   5.297812110156E-2   1.450434529091E-2    3.075054084415E0    3.152764970284E0
    1.135000000000E1   1.009374234817E-2   5.751658617009E-2   1.318476214302E-2    3.077035154352E0    3.157830245014E0
    1.140000000000E1   9.954058726845E-3   6.219511911768E-2   1.191354926094E-2    3.078817295749E0    3.162880022854E0
    1.145000000000E1   9.809420200829E-3   6.700857688243E-2   1.069348146813E-2    3.080402719431E0    3.167914197983E0
    1.150000000000E1   9.659893878822E-3   7.195189903229E-2   9.527235375885E-3    3.081793654091E0    3.172932682378E0
    1.155000000000E1   9.505562165216E-3   7.702010737403E-2   8.417389976585E-3    3.082992345372E0    3.177935404888E0
    1.160000000000E1   9.346522298873E-3   8.220830553210E-2   7.366427366055E-3    3.084001054877E0    3.182922310074E0
    1.165000000000E1   9.182885959249E-3   8.751167854062E-2   6.376733562488E-3    3.084822059209E0    3.187893357271E0
    1.170000000000E1   9.014778885389E-3   9.292549235022E-2   5.450599429816E-3    3.085457649141E0    3.192848519806E0
    1.175000000000E1   8.842340406734E-3   9.844509340009E-2   4.590221685319E-3    3.085910128588E0    3.197787784080E0
    1.180000000000E1   8.665722962562E-3   1.040659081089E-1   3.797703982846E-3    3.086181813757E0    3.202711148811E0
    1.185000000000E1   8.485091655323E-3   1.097834423736E-1   3.075058066231E-3    3.086275032295E0    3.207618624390E0
    1.190000000000E1   8.300623768275E-3   1.155932810688E-1   2.424204983216E-3    3.086192122324E0    3.212510232144E0
    1.195000000000E1   8.112508176335E-3   1.214910874884E-1   1.846976355163E-3    3.085935431666E0    3.217386003686E0
