#             E [au]         delta_0 [1]         delta_1 [1]         delta_2 [1]         delta_3 [1]
    3.750000000000E0   3.428133407453E-2  -8.420430301107E-1  -7.145055804561E-1  -9.469150228738E-1
    3.800000000000E0   2.052960722070E-2  -8.448171954628E-1  -7.238039541991E-1  -9.345717078977E-1
    3.850000000000E0   6.898021381740E-3  -8.473987695978E-1  -7.330423405031E-1  -9.237234391664E-1
    3.900000000000E0  -6.615645884295E-3  -8.497904365606E-1  -7.422208144531E-1  -9.142046005345E-1
    3.950000000000E0  -2.001353592170E-2  -8.519949884857E-1  -7.513394597446E-1  -9.058717972067E-1
    4.000000000000E0  -3.329771216729E-2  -8.540153283696E-1  -7.603983676419E-1  -8.986004783913E-1
    4.050000000000E0  -4.647016514491E-2  -8.558544726693E-1  -7.693976361094E-1  -8.922821064801E-1
    4.100000000000E0  -5.953281470514E-2  -8.575155534386E-1  -7.783373688758E-1  -8.868217856877E-1
    4.150000000000E0  -7.248751361508E-2  -8.590018200168E-1  -7.872176747505E-1  -8.821362744727E-1
    4.200000000000E0  -8.533605099825E-2  -8.603166403920E-1  -7.960386667886E-1  -8.781523169562E-1
    4.250000000000E0  -9.808015464107E-2  -8.614635019460E-1  -8.048004617147E-1  -8.748052397919E-1
    4.300000000000E0  -1.107214940678E-1  -8.624460118956E-1  -8.135031792671E-1  -8.720377691119E-1
    4.350000000000E0  -1.232616837233E-1  -8.632678970940E-1  -8.221469415980E-1  -8.697990307389E-1
    4.400000000000E0  -1.357022839096E-1  -8.639330034127E-1  -8.307318727824E-1  -8.680437026708E-1
    4.450000000000E0  -1.480448043462E-1  -8.644452945236E-1  -8.392580983899E-1  -8.667312946890E-1
    4.500000000000E0  -1.602907055812E-1  -8.648088502038E-1  -8.477257449447E-1  -8.658255341362E-1
    4.550000000000E0  -1.724414014306E-1  -8.650278640165E-1  -8.561349395991E-1  -8.652938407509E-1
    4.600000000000E0  -1.844982611736E-1  -8.651066405148E-1  -8.644858096997E-1  -8.651068761411E-1
    4.650000000000E0  -1.964626107505E-1  -8.650495918380E-1  -8.727784824735E-1  -8.652381563019E-1
    4.700000000000E0  -2.083357346558E-1  -8.648612337664E-1  -8.810130847163E-1  -8.656637172820E-1
    4.750000000000E0  -2.201188779457E-1  -8.645461812452E-1  -8.891897425023E-1  -8.663618259377E-1
    4.800000000000E0  -2.318132472732E-1  -8.641091433146E-1  -8.973085809046E-1  -8.673127289182E-1
    4.850000000000E0  -2.434200126882E-1  -8.635549176009E-1  -9.053697237708E-1  -8.684984343111E-1
    4.900000000000E0  -2.549403096035E-1  -8.628883842227E-1  -9.133732934653E-1  -8.699025211425E-1
    4.950000000000E0  -2.663752387888E-1  -8.621144992519E-1  -9.213194106996E-1  -8.715099727061E-1
    5.000000000000E0  -2.777258687753E-1  -8.612382877144E-1  -9.292081943591E-1  -8.733070304967E-1
    5.050000000000E0  -2.889932363999E-1  -8.602648361509E-1  -9.370397612954E-1  -8.752810656765E-1
    5.100000000000E0  -3.001783483322E-1  -8.591992847575E-1  -9.448142261922E-1  -8.774204659588E-1
    5.150000000000E0  -3.112821823683E-1  -8.580468192776E-1  -9.525317014391E-1  -8.797145355602E-1
    5.200000000000E0  -3.223056879446E-1  -8.568126623908E-1  -9.601922969728E-1  -8.821534067052E-1
    5.250000000000E0  -3.332497872249E-1  -8.555020650282E-1  -9.677961201852E-1  -8.847279611075E-1
    5.300000000000E0  -3.441153764301E-1  -8.541202973403E-1  -9.753432758512E-1  -8.874297601073E-1
    5.350000000000E0  -3.549033262409E-1  -8.526726394500E-1  -9.828338659834E-1  -8.902509824958E-1
    5.400000000000E0  -3.656144829346E-1  -8.511643722311E-1  -9.902679897944E-1  -8.931843689466E-1
    5.450000000000E0  -3.762496697783E-1  -8.496007678392E-1  -9.976457435828E-1  -8.962231723021E-1
    5.500000000000E0  -3.868096865258E-1  -8.479870803130E-1   -1.004967220712E0  -8.993611130983E-1
    5.550000000000E0  -3.972953112559E-1  -8.463285361656E-1   -1.012232511562E0  -9.025923395322E-1
    5.600000000000E0  -4.077073004754E-1  -8.446303250434E-1   -1.019441703440E0  -9.059113914852E-1
    5.650000000000E0  -4.180463901300E-1  -8.428975905195E-1   -1.026594880577E0  -9.093131681816E-1
    5.700000000000E0  -4.283132965103E-1  -8.411354210633E-1   -1.033692124091E0  -9.127928988529E-1
    5.750000000000E0  -4.385087162338E-1  -8.393488412219E-1   -1.040733511939E0  -9.163461163309E-1
    5.800000000000E0  -4.486333273028E-1  -8.375428030562E-1   -1.047719118921E0  -9.199686330962E-1
    5.850000000000E0  -4.586877893921E-1  -8.357221779117E-1   -1.054649016692E0  -9.236565195485E-1
    5.900000000000E0  -4.686727447927E-1  -8.338917484938E-1   -1.061523273687E0  -9.274060842710E-1
    5.950000000000E0  -4.785888184664E-1  -8.320562013844E-1   -1.068341955179E0  -9.312138561202E-1
    6.000000000000E0  -4.884366194210E-1  -8.302201199174E-1   -1.075105123248E0  -9.350765678169E-1
    6.050000000000E0  -4.982167399686E-1  -8.283879775304E-1   -1.081812836795E0  -9.389911410757E-1
    6.100000000000E0  -5.079297571786E-1  -8.265641315639E-1   -1.088465151566E0  -9.429546729706E-1
    6.150000000000E0  -5.175762327600E-1  -8.247528175955E-1   -1.095062120165E0  -9.469644234656E-1
    6.200000000000E0  -5.271567139364E-1  -8.229581442113E-1   -1.101603792054E0  -9.510178040135E-1
    6.250000000000E0  -5.366717334472E-1  -8.211840883519E-1   -1.108090213599E0  -9.551123670884E-1
    6.300000000000E0  -5.461218106169E-1  -8.194344911823E-1   -1.114521428077E0  -9.592457965625E-1
    6.350000000000E0  -5.555074509150E-1  -8.177130544464E-1   -1.120897475734E0  -9.634158988945E-1
    6.400000000000E0  -5.648291466521E-1  -8.160233374439E-1   -1.127218393793E0  -9.676205949936E-1
    6.450000000000E0  -5.740873776138E-1  -8.143687544282E-1   -1.133484216506E0  -9.718579127293E-1
    6.500000000000E0  -5.832826109531E-1  -8.127525726308E-1   -1.139694975205E0  -9.761259800257E-1
    6.550000000000E0  -5.924153023073E-1  -8.111779107127E-1   -1.145850698307E0  -9.804230184860E-1
    6.600000000000E0  -6.014858949957E-1  -8.096477377944E-1   -1.151951411392E0  -9.847473374965E-1
    6.650000000000E0  -6.104948212149E-1  -8.081648729083E-1   -1.157997137259E0  -9.890973287711E-1
    6.700000000000E0  -6.194425018583E-1  -8.067319849829E-1   -1.163987895975E0  -9.934714612982E-1
    6.750000000000E0  -6.283293471574E-1  -8.053515931909E-1   -1.169923704912E0  -9.978682766734E-1
    6.800000000000E0  -6.371557566043E-1  -8.040260678052E-1   -1.175804578813E0   -1.002286384742E0
    6.850000000000E0  -6.459221198458E-1  -8.027576314140E-1   -1.181630529861E0   -1.006724459548E0
    6.900000000000E0  -6.546288161420E-1  -8.015483605243E-1   -1.187401567741E0   -1.011181235614E0
    6.950000000000E0  -6.632762149643E-1  -8.004001875131E-1   -1.193117699716E0   -1.015655504409E0
    7.000000000000E0  -6.718646764510E-1  -7.993149029118E-1   -1.198778930672E0   -1.020146111150E0
    7.050000000000E0  -6.803945512691E-1  -7.982941579775E-1   -1.204385263229E0   -1.024651951728E0
    7.100000000000E0  -6.888661814632E-1  -7.973394675476E-1   -1.209936697759E0   -1.029171969880E0
    7.150000000000E0  -6.972798998876E-1  -7.964522131420E-1   -1.215433232515E0   -1.033705154570E0
    7.200000000000E0  -7.056360307624E-1  -7.956336462524E-1   -1.220874863698E0   -1.038250537515E0
    7.250000000000E0  -7.139348900919E-1  -7.948848918920E-1   -1.226261585533E0   -1.042807190883E0
    7.300000000000E0  -7.221767856216E-1  -7.942069521978E-1   -1.231593390356E0   -1.047374225103E0
    7.350000000000E0  -7.303620169678E-1  -7.936007103186E-1   -1.236870268710E0   -1.051950786904E0
    7.400000000000E0  -7.384908763622E-1  -7.930669342848E-1   -1.242092209415E0   -1.056536057342E0
    7.450000000000E0  -7.465636480528E-1  -7.926062810713E-1   -1.247259199678E0   -1.061129250085E0
    7.500000000000E0  -7.545806088274E-1  -7.922193006751E-1   -1.252371225216E0   -1.065729609720E0
    7.550000000000E0  -7.625420283798E-1  -7.919064402790E-1   -1.257428270296E0   -1.070336410183E0
    7.600000000000E0  -7.704481691212E-1  -7.916680484141E-1   -1.262430317889E0   -1.074948953297E0
    7.650000000000E0  -7.782992869527E-1  -7.915043791879E-1   -1.267377349743E0   -1.079566567380E0
    7.700000000000E0  -7.860956306484E-1  -7.914155964558E-1   -1.272269346494E0   -1.084188605928E0
    7.750000000000E0  -7.938374423598E-1  -7.914017779960E-1   -1.277106287812E0   -1.088814446419E0
    7.800000000000E0  -8.015249579544E-1  -7.914629197045E-1   -1.281888152471E0   -1.093443489130E0
    7.850000000000E0  -8.091584069305E-1  -7.915989396261E-1   -1.286614918476E0   -1.098075156054E0
    7.900000000000E0  -8.167380125178E-1  -7.918096820571E-1   -1.291286563192E0   -1.102708889887E0
    7.950000000000E0  -8.242639923755E-1  -7.920949215155E-1   -1.295903063463E0   -1.107344153009E0
    8.000000000000E0  -8.317365577369E-1  -7.924543666108E-1   -1.300464395731E0   -1.111980426619E0
    8.050000000000E0  -8.391559143837E-1  -7.928876639123E-1   -1.304970536165E0   -1.116617209850E0
    8.100000000000E0  -8.465222624590E-1  -7.933944016443E-1   -1.309421460806E0   -1.121254018935E0
    8.150000000000E0  -8.538357964832E-1  -7.939741133433E-1   -1.313817145687E0   -1.125890386446E0
    8.200000000000E0  -8.610967060450E-1  -7.946262813475E-1   -1.318157566959E0   -1.130525860559E0
    8.250000000000E0  -8.683051751610E-1  -7.953503402725E-1   -1.322442701038E0   -1.135160004344E0
    8.300000000000E0  -8.754613827262E-1  -7.961456802679E-1   -1.326672524787E0   -1.139792395127E0
    8.350000000000E0  -8.825655028150E-1  -7.970116502810E-1   -1.330847015607E0   -1.144422623840E0
    8.400000000000E0  -8.896177046275E-1  -7.979475610606E-1   -1.334966151599E0   -1.149050294461E0
    8.450000000000E0  -8.966181523714E-1  -7.989526882101E-1   -1.339029911743E0   -1.153675023423E0
    8.500000000000E0  -9.035670062451E-1  -8.000262749806E-1   -1.343038276022E0   -1.158296439080E0
    8.550000000000E0  -9.104644212598E-1  -8.011675350313E-1   -1.346991225595E0   -1.162914181218E0
    8.600000000000E0  -9.173105483402E-1  -8.023756550515E-1   -1.350888742967E0   -1.167527900566E0
    8.650000000000E0  -9.241055340634E-1  -8.036497972604E-1   -1.354730812130E0   -1.172137258321E0
    8.700000000000E0  -9.308495206772E-1  -8.049891017984E-1   -1.358517418759E0   -1.176741925737E0
    8.750000000000E0  -9.375426467511E-1  -8.063926890060E-1   -1.362248550350E0   -1.181341583693E0
    8.800000000000E0  -9.441850465178E-1  -8.078596616087E-1   -1.365924196410E0   -1.185935922299E0
    8.850000000000E0  -9.507768503085E-1  -8.093891067400E-1   -1.369544348653E0   -1.190524640523E0
    8.900000000000E0  -9.573181848384E-1  -8.109800979602E-1   -1.373109001158E0   -1.195107445837E0
    8.950000000000E0  -9.638091731112E-1  -8.126316970293E-1   -1.376618150532E0   -1.199684053854E0
    9.000000000000E0  -9.702499343227E-1  -8.143429557393E-1   -1.380071796146E0   -1.204254188050E0
    9.050000000000E0  -9.766405847966E-1  -8.161129175181E-1   -1.383469940282E0   -1.208817579378E0
    9.100000000000E0  -9.829812368029E-1  -8.179406190000E-1   -1.386812588329E0   -1.213373966034E0
    9.150000000000E0  -9.892719996567E-1  -8.198250915239E-1   -1.390099749018E0   -1.217923093157E0
    9.200000000000E0  -9.955129794424E-1  -8.217653624776E-1   -1.393331434545E0   -1.222464712542E0
    9.250000000000E0   -1.001704278915E0  -8.237604566277E-1   -1.396507660844E0   -1.226998582398E0
    9.300000000000E0   -1.007845998451E0  -8.258093973147E-1   -1.399628447748E0   -1.231524467091E0
    9.350000000000E0   -1.013938234832E0  -8.279112076104E-1   -1.402693819180E0   -1.236042136914E0
    9.400000000000E0   -1.019981082361E0  -8.300649113609E-1   -1.405703803420E0   -1.240551367856E0
    9.450000000000E0   -1.025974632564E0  -8.322695342086E-1   -1.408658433252E0   -1.245051941384E0
    9.500000000000E0   -1.031918974357E0  -8.345241044849E-1   -1.411557746191E0   -1.249543644243E0
    9.550000000000E0   -1.037814193886E0  -8.368276540751E-1   -1.414401784731E0   -1.254026268269E0
    9.600000000000E0   -1.043660375466E0  -8.391792192449E-1   -1.417190596501E0   -1.258499610148E0
    9.650000000000E0   -1.049457600389E0  -8.415778413268E-1   -1.419924234522E0   -1.262963471299E0
    9.700000000000E0   -1.055205948001E0  -8.440225674377E-1   -1.422602757427E0   -1.267417657652E0
    9.750000000000E0   -1.060905495459E0  -8.465124510937E-1   -1.425226229662E0   -1.271861979520E0
    9.800000000000E0   -1.066556317591E0  -8.490465527677E-1   -1.427794721709E0   -1.276296251399E0
    9.850000000000E0   -1.072158487870E0  -8.516239404379E-1   -1.430308310315E0   -1.280720291838E0
    9.900000000000E0   -1.077712077178E0  -8.542436900644E-1   -1.432767078706E0   -1.285133923282E0
    9.950000000000E0   -1.083217154931E0  -8.569048859971E-1   -1.435171116822E0   -1.289536971944E0
    1.000000000000E1   -1.088673788775E0  -8.596066214381E-1   -1.437520521536E0   -1.293929267651E0
    1.005000000000E1   -1.094082044752E0  -8.623479987020E-1   -1.439815396869E0   -1.298310643724E0
    1.010000000000E1   -1.099441987140E0  -8.651281296206E-1   -1.442055854222E0   -1.302680936857E0
    1.015000000000E1   -1.104753679413E0  -8.679461357855E-1   -1.444242012597E0   -1.307039986973E0
    1.020000000000E1   -1.110017182996E0  -8.708011488115E-1   -1.446373998809E0   -1.311387637142E0
    1.025000000000E1   -1.115232558406E0  -8.736923105605E-1   -1.448451947750E0   -1.315723733439E0
    1.030000000000E1   -1.120399864966E0  -8.766187733344E-1   -1.450476002540E0   -1.320048124863E0
    1.035000000000E1   -1.125519160691E0  -8.795797000433E-1   -1.452446314819E0   -1.324360663223E0
    1.040000000000E1   -1.130590503267E0  -8.825742643323E-1   -1.454363044911E0   -1.328661203020E0
    1.045000000000E1   -1.135613948792E0  -8.856016507313E-1   -1.456226362035E0   -1.332949601387E0
    1.050000000000E1   -1.140589552929E0  -8.886610547213E-1   -1.458036444601E0   -1.337225717975E0
    1.055000000000E1   -1.145517370623E0  -8.917516828376E-1   -1.459793480306E0   -1.341489414867E0
    1.060000000000E1   -1.150397456152E0  -8.948727526967E-1   -1.461497666433E0   -1.345740556501E0
    1.065000000000E1   -1.155229863262E0  -8.980234930513E-1   -1.463149209986E0   -1.349979009582E0
    1.070000000000E1   -1.160014645618E0  -9.012031438211E-1   -1.464748327946E0   -1.354204643003E0
    1.075000000000E1   -1.164751856241E0  -9.044109560810E-1   -1.466295247422E0   -1.358417327775E0
    1.080000000000E1   -1.169441548079E0  -9.076461920726E-1   -1.467790205880E0   -1.362616936943E0
    1.085000000000E1   -1.174083773995E0  -9.109081251662E-1   -1.469233451302E0   -1.366803345532E0
    1.090000000000E1   -1.178678586597E0  -9.141960398425E-1   -1.470625242390E0   -1.370976430473E0
    1.095000000000E1   -1.183226039260E0  -9.175092316321E-1   -1.471965848704E0   -1.375136070520E0
    1.100000000000E1   -1.187726184817E0  -9.208470070848E-1   -1.473255550866E0   -1.379282146216E0
    1.105000000000E1   -1.192179076779E0  -9.242086836806E-1   -1.474494640717E0   -1.383414539814E0
    1.110000000000E1   -1.196584769003E0  -9.275935897817E-1   -1.475683421462E0   -1.387533135222E0
    1.115000000000E1   -1.200943315794E0  -9.310010645255E-1   -1.476822207825E0   -1.391637817955E0
    1.120000000000E1   -1.205254772019E0  -9.344304577609E-1   -1.477911326175E0   -1.395728475076E0
    1.125000000000E1   -1.209519193583E0  -9.378811299385E-1   -1.478951114685E0   -1.399804995121E0
    1.130000000000E1   -1.213736636867E0  -9.413524520138E-1   -1.479941923420E0   -1.403867268096E0
    1.135000000000E1   -1.217907159291E0  -9.448438053508E-1   -1.480884114494E0   -1.407915185390E0
    1.140000000000E1   -1.222030819340E0  -9.483545815967E-1   -1.481778062133E0   -1.411948639736E0
    1.145000000000E1   -1.226107676374E0  -9.518841825745E-1   -1.482624152810E0   -1.415967525187E0
    1.150000000000E1   -1.230137791672E0  -9.554320201588E-1   -1.483422785273E0   -1.419971737037E0
    1.155000000000E1   -1.234121227132E0  -9.589975161664E-1   -1.484174370675E0   -1.423961171806E0
    1.160000000000E1   -1.238058046479E0  -9.625801022157E-1   -1.484879332615E0   -1.427935727194E0
    1.165000000000E1   -1.241948314971E0  -9.661792196147E-1   -1.485538107185E0   -1.431895302032E0
    1.170000000000E1   -1.245792099472E0  -9.697943192060E-1   -1.486151143008E0   -1.435839796266E0
    1.175000000000E1   -1.249589468608E0  -9.734248612630E-1   -1.486718901280E0   -1.439769110895E0
    1.180000000000E1   -1.253340493219E0  -9.770703153389E-1   -1.487241855759E0   -1.443683147948E0
    1.185000000000E1   -1.257045245832E0  -9.807301601352E-1   -1.487720492778E0   -1.447581810462E0
    1.190000000000E1   -1.260703801233E0  -9.844038833715E-1   -1.488155311249E0   -1.451465002423E0
    1.195000000000E1   -1.264316236369E0  -9.880909816340E-1   -1.488546822624E0   -1.455332628759E0
    1.200000000000E1   -1.267882630509E0  -9.917909602627E-1   -1.488895550847E0   -1.459184595311E0
    1.205000000000E1   -1.271403065709E0  -9.955033331866E-1   -1.489202032306E0   -1.463020808774E0
    1.210000000000E1   -1.274877626252E0  -9.992276228010E-1   -1.489466815767E0   -1.466841176705E0
    1.215000000000E1   -1.278306399231E0   -1.002963359832E0   -1.489690462295E0   -1.470645607479E0
    1.220000000000E1   -1.281689474583E0   -1.006710083196E0   -1.489873545161E0   -1.474434010254E0
    1.225000000000E1   -1.285026945059E0   -1.010467339850E0   -1.490016649715E0   -1.478206294981E0
    1.230000000000E1   -1.288318906427E0   -1.014234684682E0   -1.490120373259E0   -1.481962372333E0
    1.235000000000E1   -1.291565457922E0   -1.018011680353E0   -1.490185324918E0   -1.485702153726E0
    1.240000000000E1   -1.294766701678E0   -1.021797897163E0   -1.490212125466E0   -1.489425551268E0
    1.245000000000E1   -1.297922743356E0   -1.025592912931E0   -1.490201407173E0   -1.493132477746E0
    1.250000000000E1   -1.301033692011E0   -1.029396312854E0   -1.490153813604E0   -1.496822846618E0
    1.255000000000E1   -1.304099660264E0   -1.033207689372E0   -1.490069999420E0   -1.500496571977E0
    1.260000000000E1   -1.307120764773E0   -1.037026642039E0   -1.489950630132E0   -1.504153568541E0
    1.265000000000E1   -1.310097125653E0   -1.040852777398E0   -1.489796381903E0   -1.507793751629E0
    1.270000000000E1   -1.313028867084E0   -1.044685708853E0   -1.489607941294E0   -1.511417037166E0
    1.275000000000E1   -1.315916117296E0   -1.048525056536E0   -1.489386004985E0   -1.515023341623E0
    1.280000000000E1   -1.318759008659E0   -1.052370447185E0   -1.489131279500E0   -1.518612582064E0
    1.285000000000E1   -1.321557677518E0   -1.056221514024E0   -1.488844480908E0   -1.522184676063E0
    1.290000000000E1   -1.324312265271E0   -1.060077896636E0   -1.488526334525E0   -1.525739541744E0
    1.295000000000E1   -1.327022917200E0   -1.063939240842E0   -1.488177574577E0   -1.529277097749E0
    1.300000000000E1   -1.329689783362E0   -1.067805198587E0   -1.487798943896E0   -1.532797263210E0
    1.305000000000E1   -1.332313018402E0   -1.071675427824E0   -1.487391193542E0   -1.536299957765E0
    1.310000000000E1   -1.334892781729E0   -1.075549592388E0   -1.486955082447E0   -1.539785101531E0
    1.315000000000E1   -1.337429237938E0   -1.079427361890E0   -1.486491377024E0   -1.543252615092E0
    1.320000000000E1   -1.339922556262E0   -1.083308411606E0   -1.486000850816E0   -1.546702419497E0
    1.325000000000E1   -1.342372911166E0   -1.087192422359E0   -1.485484284078E0   -1.550134436253E0
    1.330000000000E1   -1.344780482179E0   -1.091079080428E0   -1.484942463369E0   -1.553548587298E0
    1.335000000000E1   -1.347145454244E0   -1.094968077411E0   -1.484376181130E0   -1.556944795021E0
