#             E [au]         delta_0 [1]         delta_1 [1]
   4.465000000000E-1   7.996163639679E-1    1.374027406043E0
   4.470000000000E-1   8.027655412566E-1    1.372728330868E0
   4.475000000000E-1   8.059569021173E-1    1.371430372190E0
   4.480000000000E-1   8.091907649046E-1    1.370133529288E0
   4.485000000000E-1   8.124674459892E-1    1.368837801452E0
   4.490000000000E-1   8.157872594868E-1    1.367543187979E0
   4.495000000000E-1   8.191505170547E-1    1.366249688162E0
   4.500000000000E-1   8.225575275950E-1    1.364957301294E0
   4.505000000000E-1   8.260085970351E-1    1.363666026680E0
   4.510000000000E-1   8.295040280442E-1    1.362375863628E0
   4.515000000000E-1   8.330441197586E-1    1.361086811436E0
   4.520000000000E-1   8.366291674978E-1    1.359798869423E0
   4.525000000000E-1   8.402594624976E-1    1.358512036897E0
   4.530000000000E-1   8.439352915388E-1    1.357226313173E0
   4.535000000000E-1   8.476569367031E-1    1.355941697574E0
   4.540000000000E-1   8.514246750252E-1    1.354658189414E0
   4.545000000000E-1   8.552387781496E-1    1.353375788028E0
   4.550000000000E-1   8.590995120262E-1    1.352094492739E0
   4.555000000000E-1   8.630071365165E-1    1.350814302882E0
   4.560000000000E-1   8.669619050848E-1    1.349535217784E0
   4.565000000000E-1   8.709640643798E-1    1.348257236789E0
   4.570000000000E-1   8.750138538833E-1    1.346980359231E0
   4.575000000000E-1   8.791115055443E-1    1.345704584458E0
   4.580000000000E-1   8.832572433317E-1    1.344429911812E0
   4.585000000000E-1   8.874512828940E-1    1.343156340640E0
   4.590000000000E-1   8.916938310949E-1    1.341883870302E0
   4.595000000000E-1   8.959850856186E-1    1.340612500141E0
   4.600000000000E-1   9.003252345190E-1    1.339342229523E0
   4.605000000000E-1   9.047144558420E-1    1.338073057809E0
   4.610000000000E-1   9.091529170788E-1    1.336804984356E0
   4.615000000000E-1   9.136407747960E-1    1.335538008535E0
   4.620000000000E-1   9.181781741813E-1    1.334272129717E0
   4.625000000000E-1   9.227652484806E-1    1.333007347269E0
   4.630000000000E-1   9.274021186531E-1    1.331743660567E0
   4.635000000000E-1   9.320888927998E-1    1.330481068996E0
   4.640000000000E-1   9.368256657269E-1    1.329219571925E0
   4.645000000000E-1   9.416125184263E-1    1.327959168748E0
   4.650000000000E-1   9.464495176056E-1    1.326699858842E0
   4.655000000000E-1   9.513367151765E-1    1.325441641608E0
   4.660000000000E-1   9.562741477775E-1    1.324184516425E0
   4.665000000000E-1   9.612618362406E-1    1.322928482704E0
   4.670000000000E-1   9.662997851264E-1    1.321673539831E0
   4.675000000000E-1   9.713879821808E-1    1.320419687215E0
   4.680000000000E-1   9.765263978394E-1    1.319166924249E0
   4.685000000000E-1   9.817149847474E-1    1.317915250348E0
   4.690000000000E-1   9.869536772520E-1    1.316664664922E0
   4.695000000000E-1   9.922423908861E-1    1.315415167378E0
   4.700000000000E-1   9.975810218686E-1    1.314166757138E0
   4.705000000000E-1    1.002969446680E0    1.312919433610E0
   4.710000000000E-1    1.008407521488E0    1.311673196227E0
   4.715000000000E-1    1.013895081734E0    1.310428044403E0
   4.720000000000E-1    1.019431941626E0    1.309183977568E0
   4.725000000000E-1    1.025017893737E0    1.307940995151E0
   4.730000000000E-1    1.030652708499E0    1.306699096592E0
   4.735000000000E-1    1.036336133802E0    1.305458281311E0
   4.740000000000E-1    1.042067894551E0    1.304218548755E0
   4.745000000000E-1    1.047847692296E0    1.302979898369E0
   4.750000000000E-1    1.053675204807E0    1.301742329584E0
   4.755000000000E-1    1.059550085697E0    1.300505841856E0
   4.760000000000E-1    1.065471964127E0    1.299270434627E0
   4.765000000000E-1    1.071440444407E0    1.298036107355E0
   4.770000000000E-1    1.077455105701E0    1.296802859486E0
   4.775000000000E-1    1.083515501771E0    1.295570690489E0
   4.780000000000E-1    1.089621160713E0    1.294339599816E0
   4.785000000000E-1    1.095771584658E0    1.293109586933E0
   4.790000000000E-1    1.101966249634E0    1.291880651300E0
   4.795000000000E-1    1.108204605367E0    1.290652792397E0
   4.800000000000E-1    1.114486075122E0    1.289426009683E0
   4.805000000000E-1    1.120810055580E0    1.288200302638E0
   4.810000000000E-1    1.127175916778E0    1.286975670737E0
   4.815000000000E-1    1.133583002061E0    1.285752113457E0
   4.820000000000E-1    1.140030628021E0    1.284529630283E0
   4.825000000000E-1    1.146518084591E0    1.283308220700E0
   4.830000000000E-1    1.153044635024E0    1.282087884192E0
   4.835000000000E-1    1.159609516077E0    1.280868620256E0
   4.840000000000E-1    1.166211938104E0    1.279650428381E0
   4.845000000000E-1    1.172851085206E0    1.278433308061E0
   4.850000000000E-1    1.179526115533E0    1.277217258796E0
   4.855000000000E-1    1.186236161479E0    1.276002280091E0
   4.860000000000E-1    1.192980330017E0    1.274788371445E0
   4.865000000000E-1    1.199757703019E0    1.273575532362E0
   4.870000000000E-1    1.206567337696E0    1.272363762355E0
   4.875000000000E-1    1.213408266993E0    1.271153060939E0
   4.880000000000E-1    1.220279500085E0    1.269943427621E0
   4.885000000000E-1    1.227180022891E0    1.268734861929E0
   4.890000000000E-1    1.234108798649E0    1.267527363372E0
   4.895000000000E-1    1.241064768500E0    1.266320931483E0
   4.900000000000E-1    1.248046852174E0    1.265115565777E0
   4.905000000000E-1    1.255053948650E0    1.263911265788E0
   4.910000000000E-1    1.262084936926E0    1.262708031050E0
   4.915000000000E-1    1.269138676739E0    1.261505861087E0
   4.920000000000E-1    1.276214009411E0    1.260304755441E0
   4.925000000000E-1    1.283309758750E0    1.259104713650E0
   4.930000000000E-1    1.290424731785E0    1.257905735256E0
   4.935000000000E-1    1.297557719889E0    1.256707819803E0
   4.940000000000E-1    1.304707499549E0    1.255510966836E0
   4.945000000000E-1    1.311872833486E0    1.254315175907E0
   4.950000000000E-1    1.319052471595E0    1.253120446567E0
   4.955000000000E-1    1.326245152019E0    1.251926778369E0
   4.960000000000E-1    1.333449602205E0    1.250734170870E0
   4.965000000000E-1    1.340664540048E0    1.249542623635E0
   4.970000000000E-1    1.347888674925E0    1.248352136223E0
   4.975000000000E-1    1.355120708879E0    1.247162708197E0
   4.980000000000E-1    1.362359337767E0    1.245974339128E0
   4.985000000000E-1    1.369603252421E0    1.244787028587E0
   4.990000000000E-1    1.376851139810E0    1.243600776144E0
   4.995000000000E-1    1.384101684245E0    1.242415581377E0
   5.000000000000E-1    1.391353568572E0    1.241231443863E0
   5.005000000000E-1    1.398605475322E0    1.240048363187E0
   5.010000000000E-1    1.405856087971E0    1.238866338925E0
   5.015000000000E-1    1.413104092054E0    1.237685370671E0
   5.020000000000E-1    1.420348176466E0    1.236505458010E0
   5.025000000000E-1    1.427587034534E0    1.235326600531E0
   5.030000000000E-1    1.434819365203E0    1.234148797832E0
   5.035000000000E-1    1.442043874270E0    1.232972049508E0
   5.040000000000E-1    1.449259275444E0    1.231796355159E0
   5.045000000000E-1    1.456464291527E0    1.230621714382E0
   5.050000000000E-1    1.463657655446E0    1.229448126791E0
   5.055000000000E-1    1.470838111431E0    1.228275591986E0
   5.060000000000E-1    1.478004415987E0    1.227104109576E0
   5.065000000000E-1    1.485155338978E0    1.225933679173E0
   5.070000000000E-1    1.492289664616E0    1.224764300394E0
   5.075000000000E-1    1.499406192424E0    1.223595972860E0
   5.080000000000E-1    1.506503738158E0    1.222428696185E0
   5.085000000000E-1    1.513581134723E0    1.221262469991E0
   5.090000000000E-1    1.520637233104E0    1.220097293906E0
   5.095000000000E-1    1.527670903065E0    1.218933167558E0
   5.100000000000E-1    1.534681034067E0    1.217770090573E0
   5.105000000000E-1    1.541666535935E0    1.216608062589E0
   5.110000000000E-1    1.548626339626E0    1.215447083240E0
   5.115000000000E-1    1.555559397883E0    1.214287152155E0
   5.120000000000E-1    1.562464685834E0    1.213128268987E0
   5.125000000000E-1    1.569341201609E0    1.211970433369E0
   5.130000000000E-1   -1.565404686707E0    1.210813644954E0
   5.135000000000E-1   -1.558588626224E0    1.209657903384E0
   5.140000000000E-1   -1.551804200353E0    1.208503208316E0
   5.145000000000E-1   -1.545052313966E0    1.207349559393E0
   5.150000000000E-1   -1.538333846704E0    1.206196956282E0
   5.155000000000E-1   -1.531649652578E0    1.205045398632E0
   5.160000000000E-1   -1.525000559745E0    1.203894886108E0
   5.165000000000E-1   -1.518387370214E0    1.202745418375E0
   5.170000000000E-1   -1.511810859697E0    1.201596995092E0
   5.175000000000E-1   -1.505271777389E0    1.200449615933E0
   5.180000000000E-1   -1.498770845913E0    1.199303280564E0
   5.185000000000E-1   -1.492308761210E0    1.198157988667E0
   5.190000000000E-1   -1.485886192473E0    1.197013739910E0
   5.195000000000E-1   -1.479503782234E0    1.195870533968E0
   5.200000000000E-1   -1.473162146266E0    1.194728370533E0
   5.205000000000E-1   -1.466861873761E0    1.193587249281E0
   5.210000000000E-1   -1.460603527385E0    1.192447169898E0
   5.215000000000E-1   -1.454387643400E0    1.191308132073E0
   5.220000000000E-1   -1.448214731833E0    1.190170135501E0
   5.225000000000E-1   -1.442085276729E0    1.189033179868E0
   5.230000000000E-1   -1.435999736275E0    1.187897264875E0
   5.235000000000E-1   -1.429958543141E0    1.186762390215E0
   5.240000000000E-1   -1.423962104689E0    1.185628555598E0
   5.245000000000E-1   -1.418010803298E0    1.184495760719E0
   5.250000000000E-1   -1.412104996709E0    1.183364005285E0
   5.255000000000E-1   -1.406245018332E0    1.182233289005E0
   5.260000000000E-1   -1.400431177620E0    1.181103611594E0
   5.265000000000E-1   -1.394663760446E0    1.179974972760E0
   5.270000000000E-1   -1.388943029536E0    1.178847372221E0
   5.275000000000E-1   -1.383269224829E0    1.177720809694E0
   5.280000000000E-1   -1.377642563937E0    1.176595284905E0
   5.285000000000E-1   -1.372063242595E0    1.175470797569E0
   5.290000000000E-1   -1.366531435069E0    1.174347347412E0
   5.295000000000E-1   -1.361047294695E0    1.173224934173E0
   5.300000000000E-1   -1.355610954239E0    1.172103557572E0
   5.305000000000E-1   -1.350222526500E0    1.170983217345E0
   5.310000000000E-1   -1.344882104721E0    1.169863913228E0
   5.315000000000E-1   -1.339589763086E0    1.168745644960E0
   5.320000000000E-1   -1.334345557239E0    1.167628412279E0
   5.325000000000E-1   -1.329149524782E0    1.166512214933E0
   5.330000000000E-1   -1.324001685731E0    1.165397052660E0
   5.335000000000E-1   -1.318902043110E0    1.164282925216E0
   5.340000000000E-1   -1.313850583346E0    1.163169832344E0
   5.345000000000E-1   -1.308847276886E0    1.162057773801E0
   5.350000000000E-1   -1.303892078596E0    1.160946749341E0
   5.355000000000E-1   -1.298984928330E0    1.159836758721E0
   5.360000000000E-1   -1.294125751390E0    1.158727801703E0
   5.365000000000E-1   -1.289314459067E0    1.157619878048E0
   5.370000000000E-1   -1.284550949061E0    1.156512987523E0
   5.375000000000E-1   -1.279835106049E0    1.155407129893E0
   5.380000000000E-1   -1.275166802073E0    1.154302304932E0
   5.385000000000E-1   -1.270545897134E0    1.153198512402E0
   5.390000000000E-1   -1.265972239538E0    1.152095752096E0
   5.395000000000E-1   -1.261445666437E0    1.150994023777E0
   5.400000000000E-1   -1.256966004266E0    1.149893327229E0
   5.405000000000E-1   -1.252533069196E0    1.148793662229E0
   5.410000000000E-1   -1.248146667530E0    1.147695028574E0
   5.415000000000E-1   -1.243806596223E0    1.146597426042E0
   5.420000000000E-1   -1.239512643232E0    1.145500854417E0
   5.425000000000E-1   -1.235264587963E0    1.144405313507E0
   5.430000000000E-1   -1.231062201684E0    1.143310803094E0
   5.435000000000E-1   -1.226905247884E0    1.142217322977E0
   5.440000000000E-1   -1.222793482718E0    1.141124872960E0
   5.445000000000E-1   -1.218726655371E0    1.140033452839E0
   5.450000000000E-1   -1.214704508388E0    1.138943062422E0
   5.455000000000E-1   -1.210726778107E0    1.137853701511E0
   5.460000000000E-1   -1.206793194976E0    1.136765369921E0
   5.465000000000E-1   -1.202903483858E0    1.135678067458E0
   5.470000000000E-1   -1.199057364454E0    1.134591793937E0
   5.475000000000E-1   -1.195254551553E0    1.133506549176E0
   5.480000000000E-1   -1.191494755385E0    1.132422332993E0
   5.485000000000E-1   -1.187777681911E0    1.131339145206E0
   5.490000000000E-1   -1.184103033158E0    1.130256985645E0
   5.495000000000E-1   -1.180470507432E0    1.129175854130E0
   5.500000000000E-1   -1.176879799695E0    1.128095750493E0
   5.505000000000E-1   -1.173330601753E0    1.127016674562E0
   5.510000000000E-1   -1.169822602563E0    1.125938626171E0
   5.515000000000E-1   -1.166355488492E0    1.124861605158E0
   5.520000000000E-1   -1.162928943514E0    1.123785611356E0
   5.525000000000E-1   -1.159542649525E0    1.122710644611E0
   5.530000000000E-1   -1.156196286476E0    1.121636704759E0
   5.535000000000E-1   -1.152889532670E0    1.120563791652E0
   5.540000000000E-1   -1.149622064960E0    1.119491905133E0
   5.545000000000E-1   -1.146393558909E0    1.118421045055E0
   5.550000000000E-1   -1.143203689033E0    1.117351211270E0
   5.555000000000E-1   -1.140052128987E0    1.116282403633E0
   5.560000000000E-1   -1.136938551717E0    1.115214621997E0
   5.565000000000E-1   -1.133862629663E0    1.114147866225E0
   5.570000000000E-1   -1.130824034920E0    1.113082136181E0
   5.575000000000E-1   -1.127822439385E0    1.112017431725E0
   5.580000000000E-1   -1.124857514936E0    1.110953752729E0
   5.585000000000E-1   -1.121928933555E0    1.109891099056E0
   5.590000000000E-1   -1.119036367470E0    1.108829470585E0
   5.595000000000E-1   -1.116179489328E0    1.107768867180E0
   5.600000000000E-1   -1.113357972276E0    1.106709288726E0
   5.605000000000E-1   -1.110571490094E0    1.105650735102E0
   5.610000000000E-1   -1.107819717334E0    1.104593206181E0
   5.615000000000E-1   -1.105102329437E0    1.103536701859E0
   5.620000000000E-1   -1.102419002786E0    1.102481222009E0
   5.625000000000E-1   -1.099769414864E0    1.101426766530E0
   5.630000000000E-1   -1.097153244329E0    1.100373335302E0
   5.635000000000E-1   -1.094570171103E0    1.099320928230E0
   5.640000000000E-1   -1.092019876460E0    1.098269545200E0
   5.645000000000E-1   -1.089502043120E0    1.097219186115E0
   5.650000000000E-1   -1.087016355301E0    1.096169850880E0
   5.655000000000E-1   -1.084562498818E0    1.095121539383E0
   5.660000000000E-1   -1.082140161134E0    1.094074251546E0
   5.665000000000E-1   -1.079749031444E0    1.093027987262E0
   5.670000000000E-1   -1.077388800709E0    1.091982746451E0
   5.675000000000E-1   -1.075059161750E0    1.090938529020E0
   5.680000000000E-1   -1.072759809273E0    1.089895334885E0
   5.685000000000E-1   -1.070490439925E0    1.088853163965E0
   5.690000000000E-1   -1.068250752343E0    1.087812016179E0
   5.695000000000E-1   -1.066040447219E0    1.086771891447E0
   5.700000000000E-1   -1.063859227298E0    1.085732789695E0
   5.705000000000E-1   -1.061706797453E0    1.084694710847E0
   5.710000000000E-1   -1.059582864711E0    1.083657654834E0
   5.715000000000E-1   -1.057487138267E0    1.082621621587E0
   5.720000000000E-1   -1.055419329542E0    1.081586611039E0
   5.725000000000E-1   -1.053379152191E0    1.080552623130E0
   5.730000000000E-1   -1.051366322142E0    1.079519657791E0
   5.735000000000E-1   -1.049380557602E0    1.078487714972E0
   5.740000000000E-1   -1.047421579074E0    1.077456794608E0
   5.745000000000E-1   -1.045489109411E0    1.076426896651E0
   5.750000000000E-1   -1.043582873801E0    1.075398021045E0
   5.755000000000E-1   -1.041702599777E0    1.074370167739E0
   5.760000000000E-1   -1.039848017250E0    1.073343336694E0
   5.765000000000E-1   -1.038018858499E0    1.072317527855E0
   5.770000000000E-1   -1.036214858208E0    1.071292741188E0
   5.775000000000E-1   -1.034435753437E0    1.070268976649E0
   5.780000000000E-1   -1.032681283647E0    1.069246234198E0
   5.785000000000E-1   -1.030951190714E0    1.068224513805E0
   5.790000000000E-1   -1.029245218933E0    1.067203815433E0
   5.795000000000E-1   -1.027563114969E0    1.066184139053E0
   5.800000000000E-1   -1.025904627922E0    1.065165484638E0
   5.805000000000E-1   -1.024269509300E0    1.064147852158E0
   5.810000000000E-1   -1.022657513003E0    1.063131241595E0
   5.815000000000E-1   -1.021068395333E0    1.062115652927E0
   5.820000000000E-1   -1.019501914993E0    1.061101086131E0
   5.825000000000E-1   -1.017957833077E0    1.060087541192E0
   5.830000000000E-1   -1.016435913055E0    1.059075018103E0
   5.835000000000E-1   -1.014935920791E0    1.058063516843E0
   5.840000000000E-1   -1.013457624498E0    1.057053037407E0
   5.845000000000E-1   -1.012000794754E0    1.056043579794E0
   5.850000000000E-1   -1.010565204487E0    1.055035143989E0
   5.855000000000E-1   -1.009150628970E0    1.054027729994E0
   5.860000000000E-1   -1.007756845802E0    1.053021337812E0
   5.865000000000E-1   -1.006383634894E0    1.052015967446E0
   5.870000000000E-1   -1.005030778460E0    1.051011618894E0
   5.875000000000E-1   -1.003698060997E0    1.050008292174E0
   5.880000000000E-1   -1.002385269294E0    1.049005987290E0
   5.885000000000E-1   -1.001092192395E0    1.048004704253E0
   5.890000000000E-1  -9.998186215918E-1    1.047004443078E0
   5.895000000000E-1  -9.985643504136E-1    1.046005203785E0
   5.900000000000E-1  -9.973291746013E-1    1.045006986393E0
   5.905000000000E-1  -9.961128921017E-1    1.044009790923E0
   5.910000000000E-1  -9.949153030484E-1    1.043013617398E0
   5.915000000000E-1  -9.937362097506E-1    1.042018465843E0
   5.920000000000E-1  -9.925754166599E-1    1.041024336297E0
   5.925000000000E-1  -9.914327303631E-1    1.040031228776E0
   5.930000000000E-1  -9.903079595795E-1    1.039039143321E0
   5.935000000000E-1  -9.892009151198E-1    1.038048079971E0
   5.940000000000E-1  -9.881114098836E-1    1.037058038765E0
   5.945000000000E-1  -9.870392588387E-1    1.036069019734E0
   5.950000000000E-1  -9.859842789911E-1    1.035081022930E0
   5.955000000000E-1  -9.849462893993E-1    1.034094048395E0
   5.960000000000E-1  -9.839251110986E-1    1.033108096182E0
   5.965000000000E-1  -9.829205671626E-1    1.032123166335E0
   5.970000000000E-1  -9.819324826056E-1    1.031139258909E0
   5.975000000000E-1  -9.809606844176E-1    1.030156373960E0
   5.980000000000E-1  -9.800050015168E-1    1.029174511544E0
   5.985000000000E-1  -9.790652647545E-1    1.028193671722E0
   5.990000000000E-1  -9.781413068668E-1    1.027213854556E0
   5.995000000000E-1  -9.772329624890E-1    1.026235060113E0
   6.000000000000E-1  -9.763400681071E-1    1.025257288456E0
   6.005000000000E-1  -9.754624620567E-1    1.024280539650E0
   6.010000000000E-1  -9.745999845175E-1    1.023304813781E0
   6.015000000000E-1  -9.737524774481E-1    1.022330110909E0
   6.020000000000E-1  -9.729197846135E-1    1.021356431119E0
   6.025000000000E-1  -9.721017515572E-1    1.020383774487E0
   6.030000000000E-1  -9.712982255619E-1    1.019412141094E0
   6.035000000000E-1  -9.705090556435E-1    1.018441531027E0
   6.040000000000E-1  -9.697340925398E-1    1.017471944363E0
   6.045000000000E-1  -9.689731886869E-1    1.016503381200E0
   6.050000000000E-1  -9.682261981921E-1    1.015535841624E0
   6.055000000000E-1  -9.674929768370E-1    1.014569325732E0
   6.060000000000E-1  -9.667733820348E-1    1.013603833616E0
   6.065000000000E-1  -9.660672728249E-1    1.012639365377E0
   6.070000000000E-1  -9.653745098476E-1    1.011675921111E0
   6.075000000000E-1  -9.646949553564E-1    1.010713500925E0
   6.080000000000E-1  -9.640284731424E-1    1.009752104923E0
   6.085000000000E-1  -9.633749285788E-1    1.008791733214E0
   6.090000000000E-1  -9.627341885545E-1    1.007832385906E0
   6.095000000000E-1  -9.621061214883E-1    1.006874063108E0
   6.100000000000E-1  -9.614905972904E-1    1.005916764944E0
   6.105000000000E-1  -9.608874873724E-1    1.004960491520E0
   6.110000000000E-1  -9.602966645958E-1    1.004005242964E0
   6.115000000000E-1  -9.597180032775E-1    1.003051019395E0
   6.120000000000E-1  -9.591513791731E-1    1.002097820938E0
   6.125000000000E-1  -9.585966694511E-1    1.001145647717E0
   6.130000000000E-1  -9.580537526732E-1    1.000194499862E0
   6.135000000000E-1  -9.575225088053E-1   9.992443775100E-1
   6.140000000000E-1  -9.570028191655E-1   9.982952807870E-1
   6.145000000000E-1  -9.564945664165E-1   9.973472098357E-1
   6.150000000000E-1  -9.559976345735E-1   9.964001647907E-1
   6.155000000000E-1  -9.555119089647E-1   9.954541457911E-1
   6.160000000000E-1  -9.550372762232E-1   9.945091529886E-1
   6.165000000000E-1  -9.545736242671E-1   9.935651865212E-1
   6.170000000000E-1  -9.541208423004E-1   9.926222465376E-1
   6.175000000000E-1  -9.536788207697E-1   9.916803331994E-1
   6.180000000000E-1  -9.532474513706E-1   9.907394466454E-1
   6.185000000000E-1  -9.528266270403E-1   9.897995870429E-1
   6.190000000000E-1  -9.524162419107E-1   9.888607545387E-1
   6.195000000000E-1  -9.520161913211E-1   9.879229492987E-1
   6.200000000000E-1  -9.516263717994E-1   9.869861714897E-1
   6.205000000000E-1  -9.512466810376E-1   9.860504212699E-1
   6.210000000000E-1  -9.508770178788E-1   9.851156988105E-1
   6.215000000000E-1  -9.505172823268E-1   9.841820042821E-1
   6.220000000000E-1  -9.501673754986E-1   9.832493378543E-1
   6.225000000000E-1  -9.498271996331E-1   9.823176997031E-1
   6.230000000000E-1  -9.494966580665E-1   9.813870900054E-1
   6.235000000000E-1  -9.491756552209E-1   9.804575089431E-1
   6.240000000000E-1  -9.488640966027E-1   9.795289566960E-1
   6.245000000000E-1  -9.485618887743E-1   9.786014334507E-1
   6.250000000000E-1  -9.482689393438E-1   9.776749393881E-1
   6.255000000000E-1  -9.479851569570E-1   9.767494747068E-1
   6.260000000000E-1  -9.477104512848E-1   9.758250395910E-1
   6.265000000000E-1  -9.474447330093E-1   9.749016342381E-1
   6.270000000000E-1  -9.471879138029E-1   9.739792588437E-1
   6.275000000000E-1  -9.469399063411E-1   9.730579136062E-1
   6.280000000000E-1  -9.467006242560E-1   9.721375987276E-1
   6.285000000000E-1  -9.464699821502E-1   9.712183144166E-1
   6.290000000000E-1  -9.462478955750E-1   9.703000608731E-1
   6.295000000000E-1  -9.460342810204E-1   9.693828383068E-1
   6.300000000000E-1  -9.458290559097E-1   9.684666469278E-1
   6.305000000000E-1  -9.456321385724E-1   9.675514869546E-1
   6.310000000000E-1  -9.454434482469E-1   9.666373585989E-1
   6.315000000000E-1  -9.452629050633E-1   9.657242620818E-1
   6.320000000000E-1  -9.450904300387E-1   9.648121976208E-1
   6.325000000000E-1  -9.449259450537E-1   9.639011654413E-1
   6.330000000000E-1  -9.447693728606E-1   9.629911657706E-1
   6.335000000000E-1  -9.446206370500E-1   9.620821988317E-1
   6.340000000000E-1  -9.444796620668E-1   9.611742648599E-1
   6.345000000000E-1  -9.443463731774E-1   9.602673640875E-1
   6.350000000000E-1  -9.442206964590E-1   9.593614967502E-1
   6.355000000000E-1  -9.441025588167E-1   9.584566630828E-1
   6.360000000000E-1  -9.439918879455E-1   9.575528633282E-1
   6.365000000000E-1  -9.438886123241E-1   9.566500977302E-1
   6.370000000000E-1  -9.437926612217E-1   9.557483665328E-1
   6.375000000000E-1  -9.437039646735E-1   9.548476699806E-1
   6.380000000000E-1  -9.436224534716E-1   9.539480083317E-1
   6.385000000000E-1  -9.435480591700E-1   9.530493818303E-1
   6.390000000000E-1  -9.434807140533E-1   9.521517907322E-1
   6.395000000000E-1  -9.434203511514E-1   9.512552353011E-1
   6.400000000000E-1  -9.433669042075E-1   9.503597157937E-1
   6.405000000000E-1  -9.433203076870E-1   9.494652324702E-1
   6.410000000000E-1  -9.432804967614E-1   9.485717855967E-1
   6.415000000000E-1  -9.432474073013E-1   9.476793754409E-1
   6.420000000000E-1  -9.432209758604E-1   9.467880022749E-1
   6.425000000000E-1  -9.432011396804E-1   9.458976663692E-1
   6.430000000000E-1  -9.431878366732E-1   9.450083679951E-1
   6.435000000000E-1  -9.431810054125E-1   9.441201074333E-1
   6.440000000000E-1  -9.431805851344E-1   9.432328849623E-1
   6.445000000000E-1  -9.431865157206E-1   9.423467008656E-1
   6.450000000000E-1  -9.431987376964E-1   9.414615554249E-1
   6.455000000000E-1  -9.432171922124E-1   9.405774489329E-1
   6.460000000000E-1  -9.432418210552E-1   9.396943816707E-1
   6.465000000000E-1  -9.432725666192E-1   9.388123539371E-1
   6.470000000000E-1  -9.433093719148E-1   9.379313660212E-1
   6.475000000000E-1  -9.433521805506E-1   9.370514182249E-1
   6.480000000000E-1  -9.434009367368E-1   9.361725108446E-1
   6.485000000000E-1  -9.434555852651E-1   9.352946441825E-1
   6.490000000000E-1  -9.435160715083E-1   9.344178185455E-1
   6.495000000000E-1  -9.435823414241E-1   9.335420342338E-1
   6.500000000000E-1  -9.436543415262E-1   9.326672915629E-1
   6.505000000000E-1  -9.437320188919E-1   9.317935908432E-1
   6.510000000000E-1  -9.438153211471E-1   9.309209323892E-1
   6.515000000000E-1  -9.439041964768E-1   9.300493165176E-1
   6.520000000000E-1  -9.439985936006E-1   9.291787435420E-1
   6.525000000000E-1  -9.440984617617E-1   9.283092137929E-1
   6.530000000000E-1  -9.442037507456E-1   9.274407275911E-1
   6.535000000000E-1  -9.443144108496E-1   9.265732852611E-1
   6.540000000000E-1  -9.444303928919E-1   9.257068871330E-1
   6.545000000000E-1  -9.445516481955E-1   9.248415335421E-1
   6.550000000000E-1  -9.446781285799E-1   9.239772248166E-1
   6.555000000000E-1  -9.448097863755E-1   9.231139612954E-1
   6.560000000000E-1  -9.449465743989E-1   9.222517433218E-1
   6.565000000000E-1  -9.450884459409E-1   9.213905712333E-1
   6.570000000000E-1  -9.452353547828E-1   9.205304453726E-1
   6.575000000000E-1  -9.453872551752E-1   9.196713660877E-1
   6.580000000000E-1  -9.455441018365E-1   9.188133337305E-1
   6.585000000000E-1  -9.457058499486E-1   9.179563486504E-1
   6.590000000000E-1  -9.458724551445E-1   9.171004112018E-1
   6.595000000000E-1  -9.460438735171E-1   9.162455217427E-1
   6.600000000000E-1  -9.462200615972E-1   9.153916806292E-1
   6.605000000000E-1  -9.464009763662E-1   9.145388882268E-1
   6.610000000000E-1  -9.465865752284E-1   9.136871448946E-1
   6.615000000000E-1  -9.467768160348E-1   9.128364510064E-1
   6.620000000000E-1  -9.469716570379E-1   9.119868069298E-1
   6.625000000000E-1  -9.471710569355E-1   9.111382130289E-1
   6.630000000000E-1  -9.473749748265E-1   9.102906696899E-1
   6.635000000000E-1  -9.475833702241E-1   9.094441772766E-1
   6.640000000000E-1  -9.477962030467E-1   9.085987361804E-1
   6.645000000000E-1  -9.480134336137E-1   9.077543467774E-1
   6.650000000000E-1  -9.482350226377E-1   9.069110094503E-1
   6.655000000000E-1  -9.484609312283E-1   9.060687245906E-1
   6.660000000000E-1  -9.486911208816E-1   9.052274925866E-1
   6.665000000000E-1  -9.489255534685E-1   9.043873138272E-1
   6.670000000000E-1  -9.491641912531E-1   9.035481887094E-1
   6.675000000000E-1  -9.494069968580E-1   9.027101176342E-1
   6.680000000000E-1  -9.496539332853E-1   9.018731009921E-1
   6.685000000000E-1  -9.499049638942E-1   9.010371391952E-1
   6.690000000000E-1  -9.501600524129E-1   9.002022326393E-1
   6.695000000000E-1  -9.504191629223E-1   8.993683817366E-1
   6.700000000000E-1  -9.506822598492E-1   8.985355868953E-1
   6.705000000000E-1  -9.509493079842E-1   8.977038485326E-1
   6.710000000000E-1  -9.512202724478E-1   8.968731670567E-1
   6.715000000000E-1  -9.514951187156E-1   8.960435428867E-1
   6.720000000000E-1  -9.517738125851E-1   8.952149764482E-1
   6.725000000000E-1  -9.520563201997E-1   8.943874681561E-1
   6.730000000000E-1  -9.523426080168E-1   8.935610184416E-1
   6.735000000000E-1  -9.526326428349E-1   8.927356277279E-1
   6.740000000000E-1  -9.529263917676E-1   8.919112964481E-1
   6.745000000000E-1  -9.532238222444E-1   8.910880250330E-1
   6.750000000000E-1  -9.535249020079E-1   8.902658139214E-1
